timestep	potential_energy	temperature
194900	3.473728426	0.1356323075
195000	3.51835259	0.1769377762
195100	1.70778118	0.2053441721
195200	2.72456152	0.1438966592
195300	2.236652681	0.1719014048
195400	1.783988855	0.2140027433
195500	2.402612488	0.1923891578
195600	3.293249332	0.1585789066
195700	2.910710771	0.1911150537
195800	2.473719877	0.2199734558
195900	2.14088723	0.2183909521
196000	2.118723384	0.2150045412
196100	2.645443279	0.2016284969
196200	2.84008313	0.2031602793
196300	1.91203431	0.2334234694
196400	3.316266451	0.1695098941
196500	2.688158193	0.2638717097
196600	4.362233194	0.2110232092
196700	3.277352533	0.2659092039
196800	3.428953576	0.2050631961
196900	4.475286961	0.1470525514
197000	3.062475467	0.1534263387
197100	3.247709528	0.1935524725
197200	3.003354699	0.2315809892
197300	2.879693655	0.2369979952
197400	4.357406658	0.1829260903
197500	2.944490278	0.2854710563
197600	3.262985293	0.1755663028
197700	1.682168002	0.2301723872
197800	1.617070032	0.1724327905
197900	2.483546276	0.1729938227
198000	1.959883676	0.2049163805
198100	1.117930577	0.2525628314
198200	2.195061432	0.1986887336
198300	2.34400769	0.2299453252
198400	2.242433768	0.209820475
198500	3.049608774	0.1131582161
198600	2.365429917	0.1836961754
198700	2.379018514	0.1328531767
198800	1.60903703	0.2194605221
198900	1.486995075	0.2037325821
199000	1.44362644	0.163828668
199100	1.983473698	0.1855861406
199200	1.048924713	0.1947580246
199300	1.343311287	0.1682898753
199400	1.712573275	0.108392566
199500	1.98389665	0.128122067
199600	2.351637241	0.1375005814
199700	2.107591884	0.1908227593
199800	1.463009268	0.2003444767
199900	1.898125878	0.1828382923
200000	2.04554987	0.2176424512
200100	1.990902952	0.2391969577
200200	1.723805157	0.2207919773
200300	1.872738421	0.2196666998
200400	1.892453586	0.2557876802
200500	2.071554845	0.2966825107
200600	2.936199267	0.2067331335
200700	2.244216451	0.2367604713
200800	2.579039233	0.2390985443
200900	1.511827209	0.2363281686
201000	2.380855436	0.1498150245
201100	1.659319923	0.2411123806
201200	2.084883911	0.1808411037
201300	1.617002866	0.157435771
201400	1.828296635	0.1494909004
201500	2.002189202	0.1416867382
201600	1.193618721	0.2076007806
201700	1.964280455	0.1347487624
201800	2.035005024	0.1106516503
201900	1.647856452	0.1461078132
202000	1.888983447	0.1248724928
202100	1.663271864	0.1927796244
202200	1.786544493	0.1480197976
202300	1.933736798	0.148110716
202400	2.406085616	0.1334734459
202500	1.876214569	0.1281311343
202600	1.349538182	0.1797559785
202700	1.625114663	0.2148484405
202800	1.944816155	0.1360171923
202900	2.175080695	0.146299468
203000	2.867074112	0.1082551975
203100	2.254410514	0.1658101351
203200	1.844364759	0.1780682975
203300	1.875482024	0.1557373084
203400	2.337452472	0.09966721043
203500	2.766196284	0.09742142049
203600	1.325724035	0.1902053465
203700	1.709420967	0.1486833594
203800	2.884489063	0.1420293755
203900	2.473393668	0.1698339773
204000	1.447636098	0.2757386074
204100	2.412507178	0.1704358169
204200	2.629696032	0.1490074275
204300	2.080993258	0.2129178037
204400	2.258122193	0.151649096
204500	1.835638337	0.1218219158
204600	2.358872028	0.153007212
204700	1.59007689	0.2318868631
204800	1.924066661	0.2181956846
204900	2.030862909	0.2574114751
205000	2.444193577	0.2024076655
205100	3.059551732	0.1764510929
205200	2.361514115	0.2200475942
205300	2.649681584	0.2514038698
205400	2.502023127	0.3196116252
205500	3.324585342	0.2392295377
205600	3.033683985	0.2221821456
205700	2.820202351	0.2347422059
205800	2.86351126	0.1773593883
205900	2.850662425	0.1911585716
206000	2.86191313	0.2894556493
206100	4.442891462	0.1819048587
206200	2.522948199	0.2302373578
206300	2.247049126	0.2426901586
206400	2.605473429	0.1599926135
206500	2.238634173	0.1292589665
206600	2.755800691	0.1056242991
206700	1.689258895	0.2309812314
206800	1.701419332	0.2268602221
206900	2.430680987	0.2494224039
207000	2.629498934	0.3374017346
207100	2.949827766	0.2190600737
207200	3.016137014	0.1869982372
207300	1.872207654	0.2130564403
207400	2.014751129	0.1582054657
207500	2.708638095	0.1652217636
207600	2.189154587	0.1467603615
207700	2.153520643	0.1347171125
207800	1.688715775	0.1553116468
207900	1.741825215	0.1554130504
208000	1.903972998	0.2606707278
208100	2.682304434	0.1820642025
208200	2.633976783	0.1200228657
208300	2.64921406	0.137065318
208400	2.621521927	0.1304187991
208500	1.306709032	0.1807337721
208600	1.59259876	0.1910408297
208700	1.089347614	0.2499942972
208800	2.070107513	0.1830682305
208900	1.608094257	0.2462453614
209000	1.891764453	0.1958685626
209100	2.429711978	0.1833138063
209200	2.724081645	0.1527320481
209300	2.129187239	0.1160148533
209400	1.392304668	0.1176982635
209500	1.809686191	0.1512796604
209600	2.085235806	0.218519357
209700	2.275986206	0.222338649
209800	1.842855558	0.1755781758
209900	2.143573082	0.1125186363
210000	1.640088465	0.1386046218
210100	2.543806333	0.1747978188
210200	2.535186977	0.2469694852
210300	3.615129527	0.1652839238
210400	2.675721681	0.2475983552
210500	3.059127541	0.173859837
210600	2.708775348	0.1540867635
210700	2.85193952	0.2037122539
210800	3.246538046	0.1242698885
210900	2.214880473	0.2031315996
211000	2.814545216	0.2189931247
211100	2.611290517	0.251082465
211200	2.994130646	0.1947583213
211300	2.965794195	0.1876993155
211400	3.585387044	0.1026676402
211500	2.903703629	0.1595735279
211600	2.032584463	0.1881470589
211700	1.393810831	0.2288745002
211800	1.985027391	0.1579846452
211900	2.259137206	0.1201734443
212000	2.392941778	0.1448558582
212100	3.162323743	0.1347648113
212200	2.299823386	0.1491602376
212300	1.988468568	0.1592637713
212400	1.797801731	0.1501924235
212500	1.342147654	0.2038106717
212600	1.498372882	0.1548018672
212700	1.194995841	0.143537795
212800	2.012157326	0.1765634704
212900	1.672493092	0.1918780304
213000	2.561216369	0.1772812434
213100	2.18289686	0.2027268416
213200	2.034174921	0.2428721337
213300	3.32556412	0.2602759802
213400	2.352409612	0.2351928027
213500	2.035561206	0.1857099273
213600	2.300344193	0.2801015537
213700	2.683999136	0.2017361233
213800	2.160999978	0.204763965
213900	2.748405029	0.1516258726
214000	2.699773882	0.1163760974
214100	2.683049507	0.1159375644
214200	2.195762469	0.1447513762
214300	2.417785887	0.09246179344
214400	1.615579042	0.1721398875
214500	1.471413785	0.2089480548
214600	2.455101245	0.1917153274
214700	3.028870921	0.1989038076
214800	3.170413106	0.1707417658
214900	2.946188061	0.2150024028
215000	2.187280462	0.3046896124
215100	3.86012496	0.1720883001
215200	3.526966152	0.2119437037
215300	2.549591738	0.2658232971
215400	3.44783231	0.2059518815
215500	3.455811408	0.2043847127
215600	3.277106527	0.1875675745
215700	3.264912485	0.2006422227
215800	2.530375753	0.2609142291
215900	2.027533349	0.2914977968
216000	1.619740103	0.3200149778
216100	1.948492644	0.2124696214
216200	3.462308887	0.1284182857
216300	2.309185034	0.2057458391
216400	2.343410725	0.2616266275
216500	2.914218261	0.2768353239
216600	1.675151565	0.3607013696
216700	2.171889177	0.2973276149
216800	2.737225875	0.234784244
216900	3.884124289	0.2449143731
217000	3.743637235	0.1872155606
217100	2.491377263	0.2109648713
217200	2.096737343	0.2607960178
217300	4.007359312	0.0971268041
217400	2.73618673	0.1872897388
217500	2.046447078	0.2288807269
217600	2.187262017	0.1826281117
217700	1.702616528	0.2137148028
217800	2.203298579	0.1789809768
217900	1.960204219	0.179180726
218000	2.184824951	0.1099756852
218100	2.377229662	0.1272513283
218200	2.231586146	0.1927878462
218300	1.978563318	0.1755089311
218400	1.672198851	0.1810923217
218500	2.993113538	0.1787788568
218600	1.128968311	0.2654237941
218700	2.48323494	0.1926909937
218800	2.2219394	0.131988672
218900	1.254261368	0.252618075
219000	2.208614341	0.2016498038
219100	1.62794752	0.2612324832
219200	2.322393166	0.1412222647
219300	1.599592537	0.1488011135
219400	1.869701297	0.2006745258
219500	2.81921643	0.1869159691
219600	2.789047739	0.185419906
219700	1.597569691	0.2302098387
219800	1.365674894	0.2264732051
219900	2.850307345	0.1720400334
220000	2.585439375	0.2070641603
220100	2.164681007	0.2345420748
220200	2.051924228	0.2544622626
220300	1.768049297	0.2938737254
220400	2.949178271	0.2615871608
220500	3.134810472	0.1957401883
220600	2.285957775	0.261066922
220700	2.777521042	0.2460177048
220800	3.578824829	0.1896315635
220900	2.492663	0.2184285338
221000	2.751879439	0.170699391
221100	2.57188401	0.1386172388
221200	2.221883279	0.1685635023
221300	2.51030745	0.2209249865
221400	1.34550734	0.2600750476
221500	2.118436968	0.209663437
221600	2.955970916	0.2377615698
221700	2.530624024	0.2214332276
221800	2.429636662	0.294147208
221900	3.067033019	0.1663658737
222000	2.882167891	0.1329089654
222100	1.917001451	0.1899026463
222200	1.805588281	0.1777772452
222300	2.617716653	0.1527015287
222400	2.496721033	0.1593957133
222500	2.122930569	0.1486279937
222600	1.874094906	0.157812573
222700	2.149909792	0.1924199891
222800	2.329049468	0.2490048933
222900	2.047765781	0.2949924161
223000	2.161188887	0.2489840712
223100	2.105132807	0.2346277499
223200	2.043209445	0.3065926678
223300	1.921026538	0.213701179
223400	1.873596332	0.1783859508
223500	1.61743001	0.2190647503
223600	2.403460225	0.1557731752
223700	2.396615762	0.1850228754
223800	2.098605195	0.1764691665
223900	2.746446291	0.1576299915
224000	1.893130144	0.2200676042
224100	3.12305832	0.1254021549
224200	1.758383741	0.2075917633
224300	2.555666877	0.1786368136
224400	2.859841459	0.1941893355
224500	2.889252998	0.2322569464
224600	2.437649932	0.2519787677
224700	2.499126169	0.2000932087
224800	2.344902064	0.1357452259
224900	1.40805039	0.1888574095
225000	1.421962006	0.1586669685
225100	2.435361258	0.1484765115
225200	1.276168391	0.1527638258
225300	1.298748901	0.1281456867
225400	1.696293723	0.09859652216
225500	1.535579546	0.06538444537
225600	1.378935444	0.1087432853
225700	1.388484121	0.1240180455
225800	1.642758216	0.09049105596
225900	1.813268128	0.1462180043
226000	1.829906424	0.1986362373
226100	2.127758493	0.2130117218
226200	1.793324276	0.2283163625
226300	1.554017791	0.2125412735
226400	2.175541875	0.1851405292
226500	2.420942259	0.1621552022
226600	2.026995619	0.2233202115
226700	2.027548548	0.1516796706
226800	2.794069222	0.1463639662
226900	1.810559572	0.221742768
227000	2.421279297	0.2706169837
227100	2.640255548	0.2418894446
227200	1.802127388	0.2450191357
227300	1.811604014	0.2411251773
227400	1.608690838	0.2526029023
227500	1.276588607	0.2843685972
227600	2.369425353	0.2529791239
227700	2.352350355	0.2573377048
227800	3.125003481	0.1569629677
227900	2.758288753	0.1925409061
228000	1.696335567	0.2815925373
228100	1.741090919	0.1604780762
228200	1.930805982	0.1358236642
228300	1.889320433	0.2319344859
228400	1.375692156	0.2539312666
228500	2.332118837	0.1858674833
228600	1.870279476	0.2532097847
228700	2.000960087	0.2083032236
228800	2.005116915	0.2202739964
228900	2.566356852	0.1811624884
229000	3.161363273	0.159972734
229100	2.411313509	0.2045554739
229200	1.586188036	0.2497552842
229300	1.971863375	0.2192197646
229400	1.756223242	0.2164572045
229500	1.507351356	0.2628464436
229600	2.186887347	0.1902885424
229700	2.308334844	0.1956866458
229800	1.985284612	0.2148279193
229900	2.169074416	0.1522874039
230000	2.669182496	0.09598089826
230100	1.654093947	0.1734584706
230200	2.04233176	0.1515831804
230300	2.341430508	0.1094447495
230400	1.899801554	0.1565564358
230500	2.221217211	0.1371902977
230600	1.821608089	0.2117922662
230700	2.273214054	0.1734001984
230800	2.821610905	0.1381965137
230900	2.242179199	0.2058656639
231000	2.620511657	0.2390197257
231100	3.027791793	0.1659541312
231200	2.356952399	0.1444862183
231300	2.258217998	0.2402653815
231400	1.75614065	0.1888876658
231500	2.483692104	0.09833544952
231600	2.101824046	0.2045982468
231700	2.828081639	0.1937636431
231800	1.775155512	0.2324252767
231900	2.089998705	0.1922105994
232000	2.024027166	0.1267644766
232100	1.109283304	0.1890075805
232200	1.802423587	0.1095903436
232300	1.358565119	0.1314693819
232400	1.614085914	0.1508669577
232500	0.8821082496	0.1550806446
232600	1.111551121	0.1061455435
232700	1.047701932	0.1293598711
232800	1.69929949	0.1419630888
232900	1.409773346	0.1761482129
233000	1.972680917	0.1840516613
233100	1.341752748	0.2535178024
233200	2.479773577	0.1619960723
233300	2.536386802	0.2114960585
233400	1.636295451	0.2440748441
233500	1.6755702	0.2710987596
233600	2.043569588	0.1850483578
233700	1.990935365	0.1798127695
233800	1.81130778	0.2339949325
233900	1.638014212	0.2213440225
234000	1.937192604	0.2224118605
234100	2.304829309	0.2193128397
234200	1.903696723	0.1979918183
234300	2.37560745	0.1978284941
234400	2.003726284	0.1958180043
234500	2.566072405	0.1113238012
234600	1.9422798	0.1973199817
234700	1.773581446	0.1681614836
234800	1.992291587	0.1646717186
234900	2.299334837	0.1677073314
235000	2.59373567	0.1062501311
235100	2.81759668	0.1642771773
235200	2.161624327	0.2353272082
235300	1.673293346	0.276122932
235400	2.312433122	0.2852415788
235500	3.588512512	0.1406983719
235600	2.340561706	0.1584783756
235700	1.253897875	0.2448057533
235800	1.84139476	0.224689681
235900	2.133536688	0.1689292218
236000	2.40761793	0.1586239322
236100	2.583013835	0.1654132923
236200	2.833377036	0.1788726459
236300	3.15641033	0.1875572619
236400	3.855350807	0.1641274906
236500	2.260271306	0.3075883861
236600	2.646674859	0.1931140319
236700	3.227597592	0.1676991177
236800	2.575420769	0.2114326868
236900	2.077149398	0.1776101713
237000	3.376331062	0.1493094364
237100	2.127284698	0.1772266821
237200	2.191088678	0.1852191502
237300	2.960273424	0.1792322506
237400	2.461919124	0.2270312284
237500	2.666462704	0.2155122999
237600	2.512314065	0.1952600287
237700	2.480509406	0.180345045
237800	1.985917992	0.3178759108
237900	2.866179886	0.2201336022
238000	1.93979141	0.2646637293
238100	3.480415728	0.2135726688
238200	3.302767536	0.2579748257
238300	2.390818316	0.3351900552
238400	2.570427613	0.3067068099
238500	3.163407242	0.2167599305
238600	2.817758733	0.2535776203
238700	2.769968311	0.2686274308
238800	3.126128685	0.278350711
238900	3.043236748	0.2172463997
239000	2.997972474	0.2310249388
239100	2.997914276	0.2201734232
239200	2.329866023	0.168380696
239300	2.403900638	0.1617275047
239400	2.102307905	0.1859201166
239500	2.434722868	0.2015826045
239600	3.007517948	0.1484265889
239700	2.429987666	0.15485217
239800	2.353019862	0.1408427623
239900	2.362251381	0.157854675
240000	2.60242423	0.1523928235
240100	2.954373942	0.1675885392
240200	2.338650253	0.2024049573
240300	2.104799074	0.1784247005
240400	3.221178302	0.1637439918
240500	1.811273733	0.2203781034
240600	1.843595131	0.2561378992
240700	0.8119977525	0.2396378199
240800	1.954391309	0.1614942041
240900	2.559865268	0.1630751288
241000	1.709612951	0.3248023004
241100	2.138858929	0.3027508812
241200	4.287899213	0.159497068
241300	2.828288571	0.2085381649
241400	2.416740043	0.258271065
241500	2.140821724	0.3098301042
241600	1.651550671	0.2450349234
241700	2.28661401	0.2032566585
241800	2.252732928	0.1936104549
241900	2.981573048	0.1757482434
242000	2.459478497	0.202970699
242100	2.457009858	0.2491711653
242200	2.223155614	0.312430076
242300	3.29834364	0.2055043283
242400	2.142475797	0.3034215401
242500	3.176289214	0.1934706185
242600	3.898764251	0.1254091532
242700	3.267324094	0.2394913455
242800	3.927565895	0.1982256446
242900	3.704383396	0.1831675867
243000	3.32758543	0.1661820066
243100	3.242951088	0.2539570497
243200	1.778941337	0.350966378
243300	2.721649078	0.2658866251
243400	2.595383738	0.3039181228
243500	2.62207243	0.2878544434
243600	1.843139279	0.2449105806
243700	1.483317971	0.2364315632
243800	1.617435787	0.2433814784
243900	2.254900488	0.2357028302
244000	3.215362842	0.1216591061
244100	3.133370115	0.190413541
244200	2.645409854	0.1421266305
244300	2.99607813	0.1587862856
244400	3.086071616	0.1543129768
244500	3.301766754	0.1632406583
244600	2.0136121	0.2255055837
244700	2.105702176	0.2111360971
244800	2.240058307	0.2447850111
244900	2.660571242	0.2642846637
245000	2.528204586	0.2079393631
245100	1.459219768	0.2604752692
245200	1.694177996	0.2330106215
245300	2.622496244	0.1207373303
245400	1.193932043	0.1867509761
245500	1.390336017	0.1667950051
245600	1.538768396	0.1583358037
245700	1.925858536	0.1723109055
245800	1.383264963	0.2339925771
245900	1.576362093	0.1745339398
246000	1.513598044	0.1558330872
246100	1.647151831	0.1891067133
246200	2.026214404	0.1327694726
246300	1.427255128	0.2477987563
246400	2.4346736	0.1160272057
246500	2.035527913	0.1424132725
246600	1.320561078	0.193076981
246700	1.585642538	0.1828196781
246800	1.424539285	0.1594501674
246900	1.339765474	0.2128965809
247000	2.315529639	0.2135655733
247100	2.327713212	0.1593017229
247200	2.163532429	0.1078498319
247300	2.119161396	0.1880671619
247400	2.599439699	0.1529277088
247500	2.076935199	0.1710571879
247600	2.172448208	0.1906002244
247700	2.885661468	0.1013337456
247800	3.679142416	0.1810626273
247900	2.416248481	0.2600042349
248000	2.512009592	0.3966958593
248100	2.315264148	0.3495807889
248200	2.682478994	0.4205559197
248300	3.267907987	0.3156532617
248400	2.786994358	0.2954231528
248500	1.948296651	0.2379037708
248600	2.024749095	0.1626990414
248700	2.388517945	0.2097626059
248800	2.415798203	0.2266866093
248900	2.465719733	0.2171627798
249000	2.528977601	0.256918008
249100	3.454619592	0.2225143947
249200	2.416951255	0.2669710495
249300	2.530826229	0.1783376479
249400	2.023135564	0.2646469337
249500	2.478959292	0.2069870438
249600	2.566357419	0.1732580855
249700	3.518176568	0.1396290248
249800	1.880754314	0.2750171771
249900	2.687410064	0.1580815534
250000	2.600220676	0.160524435
250100	1.970669674	0.1835190406
250200	2.369871107	0.2037007066
250300	3.11229409	0.1953480934
250400	2.246457145	0.2462172173
250500	2.241588881	0.2335755935
250600	3.255023343	0.2035934779
250700	2.452393902	0.2503080861
250800	2.958121431	0.2560312134
250900	2.825136676	0.2544199559
251000	3.601169105	0.2722226575
251100	3.331097143	0.2489538457
251200	2.65189922	0.2458080294
251300	2.569086172	0.204819603
251400	2.560628095	0.1392202106
251500	1.74283602	0.2382767522
251600	1.698094951	0.2343770207
251700	2.082230692	0.1847440546
251800	1.916757295	0.2288407709
251900	1.674922379	0.1451415385
252000	1.766775111	0.1698893649
252100	1.7792371	0.1881777603
252200	2.619848615	0.1952100584
252300	3.516359451	0.1830665547
252400	3.26422358	0.1981435945
252500	2.957449317	0.2035027438
252600	3.042054938	0.1954191275
252700	2.685434032	0.3169505904
252800	3.049879417	0.2645135562
252900	4.149747061	0.2748993798
253000	3.075648324	0.305736668
253100	2.392647832	0.2454880419
253200	3.106351278	0.1328680861
253300	2.41059087	0.1633596268
253400	2.03468218	0.1760730738
253500	2.57031753	0.1377257957
253600	3.07971248	0.1754207897
253700	2.911993806	0.173132274
253800	1.638751271	0.2736228212
253900	2.376673461	0.2163954266
254000	1.923488899	0.1520614505
254100	1.622364073	0.1663559585
254200	1.322462352	0.1385215198
254300	1.058507265	0.1527893522
254400	1.588255683	0.1294616362
254500	1.669704061	0.1206445142
254600	1.303435055	0.2018714417
254700	2.301625868	0.227451724
254800	3.028887527	0.2888381689
254900	3.035372986	0.2371864611
255000	3.990663567	0.2081686415
255100	2.513308278	0.2629811173
255200	2.122453817	0.2340882571
255300	2.139827138	0.2438986588
255400	2.6404257	0.206051274
255500	2.504157216	0.1939339133
255600	3.083899744	0.2065672871
255700	2.118552165	0.2715216864
255800	3.001981581	0.2082381109
255900	1.886402053	0.3239809162
256000	2.264298553	0.2913661627
256100	3.516195494	0.2221171403
256200	3.036082292	0.2631911079
256300	2.134818685	0.2517094435
256400	1.712912052	0.2349966911
256500	1.975460084	0.2377641298
256600	1.4782161	0.2825397139
256700	1.817640374	0.2533001026
256800	1.623930177	0.2727207663
256900	1.562439645	0.1953375495
257000	1.872348778	0.152019392
257100	2.646930068	0.1345131309
257200	2.206231737	0.1943600685
257300	2.93478917	0.1575269352
257400	1.723325089	0.161384311
257500	1.280902346	0.1547767414
257600	1.202872244	0.1339243029
257700	1.388781723	0.1658648833
257800	1.812210714	0.2123881373
257900	2.729241254	0.2009053324
258000	2.220468736	0.1586955357
258100	2.214753442	0.1538246655
258200	3.238914688	0.1256624281
258300	2.358929683	0.1341374687
258400	2.13003556	0.2043546716
258500	3.803741982	0.1813894431
258600	3.321963224	0.1803467948
258700	3.806809321	0.237212738
258800	3.564561037	0.2293297764
258900	2.629597484	0.2632662274
259000	4.049684691	0.2136560305
259100	3.818260407	0.2457374856
259200	1.862146912	0.3425326767
259300	1.993443955	0.3516375448
259400	4.013351299	0.2434569574
259500	2.195581636	0.2865656166
259600	3.370841687	0.2337077216
259700	2.494821876	0.2411722778
259800	2.917972963	0.191842786
259900	2.412162801	0.2800173205
260000	2.528436591	0.2661207124
260100	2.664295219	0.270489163
260200	2.723592637	0.2497128389
260300	3.037796175	0.2044023903
260400	2.693399961	0.2903970048
260500	4.61673111	0.2152158948
260600	3.242684758	0.2826345279
260700	3.828514632	0.1893430611
260800	2.447396289	0.2712066705
260900	2.54746155	0.2759029743
261000	3.722326608	0.1813359261
261100	2.079133832	0.2792859707
261200	3.265602192	0.1540732123
261300	2.618198539	0.2011942076
261400	2.979145732	0.1864459249
261500	3.026345962	0.2004348884
261600	2.455672152	0.1855487839
261700	1.653419408	0.159215072
261800	1.551112814	0.1100882439
261900	1.826466388	0.1126579097
262000	1.154106982	0.1006767111
262100	1.308428291	0.088822545
262200	1.58079641	0.1800496353
262300	1.9881472	0.1872866788
262400	2.234288323	0.1578136012
262500	2.736293633	0.1207023333
262600	2.223354349	0.1485203415
262700	2.096082032	0.2115597725
262800	1.740792165	0.1977604046
262900	2.226402701	0.1063181534
263000	1.633010652	0.1769567334
263100	1.65077574	0.1595432486
263200	2.261827177	0.1806590158
263300	2.177730217	0.1702409294
263400	1.429923662	0.2348880084
263500	2.338751234	0.2286860814
263600	2.578635459	0.1969563333
263700	2.697565141	0.1449030398
263800	2.063804129	0.1935641765
263900	2.468512901	0.1724165072
264000	1.390361591	0.2487842524
264100	2.807489063	0.1378863311
264200	3.029585353	0.2544229334
264300	2.557264696	0.2232835037
264400	1.965265796	0.2637161784
264500	2.671375638	0.204067777
264600	2.362675887	0.1870841546
264700	2.008755977	0.265132481
264800	2.335995933	0.2614758863
264900	2.989546308	0.210164026
265000	2.355551108	0.2387156119
265100	1.780946325	0.2466051897
265200	2.015795059	0.2337666949
265300	2.007149145	0.2375897119
265400	2.658890593	0.1743171972
265500	3.016619731	0.1461953943
265600	2.471285232	0.2264564987
265700	2.472578708	0.1752558306
265800	3.308292207	0.1897039985
265900	4.560345189	0.177709578
266000	3.766367775	0.1971975223
266100	4.467539707	0.2158211348
266200	3.514353873	0.2263759812
266300	2.936078837	0.1455316075
266400	2.718105801	0.1747370548
266500	1.999541916	0.1616745856
266600	1.831104239	0.1782205386
266700	2.261582113	0.1805793923
266800	1.937128505	0.2698370271
266900	3.143676584	0.1725773535
267000	3.005126227	0.2044327508
267100	2.570305758	0.2476020401
267200	2.419172923	0.2609607701
267300	2.117092418	0.3695603413
267400	3.589437481	0.3450645409
267500	3.525520423	0.3037232205
267600	3.391615951	0.2266722038
267700	4.853944872	0.1758477656
267800	4.627587417	0.1472360621
267900	3.455119744	0.2374962929
268000	1.997338572	0.357719214
268100	2.181326155	0.281684487
268200	2.289122554	0.2638387177
268300	1.342416331	0.3257999917
268400	3.454895801	0.1987242817
268500	2.947772016	0.1715123115
268600	3.563287697	0.2466414611
268700	3.253899993	0.1860676899
268800	1.610405222	0.2539905241
268900	2.752601889	0.1372406141
269000	1.753111044	0.2070002174
269100	1.581474289	0.2141151236
269200	2.485796054	0.1741265721
269300	1.423179076	0.29097605
269400	2.221883531	0.2220564951
269500	2.361036119	0.1980984765
269600	2.56280387	0.1983786741
269700	3.017395408	0.1769800596
269800	2.455752318	0.1825638787
269900	2.203890395	0.1873603513
270000	2.227940131	0.2183096326
270100	2.213361394	0.2099214119
270200	1.90467432	0.2200729434
270300	2.498693123	0.1750611828
270400	1.796240476	0.2097101949
270500	1.987909763	0.2689605188
270600	2.01018376	0.2186378162
270700	2.137876891	0.2254815311
270800	1.926984038	0.2380231381
270900	1.594300093	0.29116971
271000	2.333657923	0.2228945474
271100	3.097562786	0.1641198724
271200	2.905193544	0.1746003622
271300	2.867480746	0.1895580336
271400	2.552306143	0.1679372432
271500	2.385324013	0.1870056642
271600	3.90766893	0.1344956018
271700	2.253678776	0.295960068
271800	4.742011458	0.1716401261
271900	3.890020992	0.2336444771
272000	2.690308042	0.3600401815
272100	3.444455192	0.29025034
272200	3.905519209	0.2489382055
272300	3.327550714	0.2463811014
272400	2.285328221	0.2487357586
272500	2.45455024	0.2234623265
272600	2.250738413	0.2418068341
272700	2.029056701	0.2775779166
272800	2.269971207	0.2568975777
272900	3.604100158	0.135329133
273000	2.125588673	0.1981458383
273100	3.067696786	0.1383691332
273200	1.623971351	0.2803893405
273300	2.204798207	0.1584660382
273400	1.753329786	0.1989263083
273500	1.984365002	0.2071180518
273600	1.954265664	0.2002330667
273700	2.175652101	0.1522414516
273800	1.726601793	0.1449552617
273900	2.251055004	0.1314314236
274000	2.035440689	0.1727999772
274100	1.622834218	0.1785950384
274200	2.784342262	0.1567945822
274300	2.338577465	0.2068843912
274400	2.387926705	0.184335616
274500	2.876181771	0.1873372764
274600	2.947534037	0.1974944671
274700	2.684867131	0.2574136973
274800	2.246100821	0.2843995718
274900	3.666020497	0.2178204417
275000	3.146499189	0.2182345654
275100	1.958604729	0.2918792988
275200	2.648420304	0.2343526489
275300	2.273227851	0.1899269354
275400	1.282466684	0.2010419756
275500	2.360972337	0.08483189066
275600	1.103795735	0.1734487981
275700	1.713443461	0.1213353283
275800	1.084467595	0.1141877403
275900	1.802067591	0.07227279044
276000	1.614259242	0.1040637531
276100	1.2161391	0.1989366877
276200	2.110027722	0.1265548262
276300	2.115404896	0.09882252586
276400	1.606086014	0.2005084561
276500	1.637693202	0.1953125024
276600	1.656028961	0.1985599935
276700	2.018101808	0.1681001937
276800	1.519266906	0.1453702079
276900	1.215493579	0.109580433
277000	1.446646518	0.1441526999
277100	1.889602856	0.1045470074
277200	2.475565255	0.1173144809
277300	1.914588908	0.1350582903
277400	1.719635332	0.184237894
277500	2.124005198	0.1524699002
277600	2.536036625	0.154855037
277700	2.460399133	0.1970807667
277800	2.824245333	0.2158697844
277900	3.190578541	0.1175839901
278000	3.108171005	0.1088608582
278100	3.492638356	0.1570096859
278200	2.768484972	0.2239255432
278300	3.378223536	0.1676508575
278400	2.523462383	0.2447649456
278500	2.760076565	0.2140497836
278600	4.481881989	0.182100208
278700	2.142082982	0.2864633402
278800	3.132673806	0.1836140987
278900	2.481554709	0.2374675034
279000	2.747783102	0.1957876877
279100	2.024167815	0.2581551459
279200	2.63050846	0.2027677168
279300	2.724402453	0.2604231426
279400	2.235271599	0.2510942791
279500	2.211972701	0.1967806927
279600	1.908880971	0.2536867637
279700	2.371701897	0.2511447419
279800	2.109764458	0.2582345483
279900	2.31768239	0.3408735769
280000	2.209071508	0.2759375642
280100	2.741908048	0.27339544
280200	2.894504984	0.1672784675
280300	1.729321358	0.1619316297
280400	1.08300589	0.1674552801
280500	0.9081794172	0.1759748899
280600	1.729061048	0.1285583225
280700	1.993660692	0.1725585896
280800	1.739073951	0.1893078821
280900	1.781215731	0.2087332606
281000	2.97237537	0.2089660863
281100	1.568196015	0.2605833765
281200	1.813139933	0.163390011
281300	1.703993227	0.2325925473
281400	1.946497873	0.2774465451
281500	2.173579135	0.2962575866
281600	2.76979188	0.2195385649
281700	3.212137448	0.1917512763
281800	3.240391176	0.1587748405
281900	3.278759438	0.1669060625
282000	2.329735019	0.1693746435
282100	2.735879805	0.1093250704
282200	2.526336445	0.1271094888
282300	1.717342447	0.1654447636
282400	1.451805124	0.1914800475
282500	2.189844228	0.2038000829
282600	2.364495063	0.1904411143
