timestep	potential_energy	temperature
31400	2.887306159	0.2399834099
31500	3.287807933	0.2745060069
31600	1.822427987	0.3913257679
31700	3.17179839	0.184508431
31800	3.78377561	0.1489169457
31900	2.390297204	0.2918263177
32000	3.085892524	0.1771683117
32100	2.86770532	0.245419834
32200	2.693140284	0.2387597306
32300	2.619036905	0.2352932042
32400	3.350621427	0.2408030135
32500	3.040747903	0.2454409825
32600	2.293204897	0.304364812
32700	1.989474021	0.206111354
32800	2.9068534	0.1584152281
32900	2.503646622	0.1189033414
33000	1.938627287	0.1723845095
33100	2.458201785	0.1790355399
33200	2.108393047	0.2209152714
33300	1.631195551	0.2511620922
33400	2.39816871	0.1407576984
33500	2.471489555	0.1571984815
33600	2.482146079	0.193656873
33700	2.974690244	0.1528932721
33800	3.129293928	0.1734518155
33900	3.053812011	0.1409330461
34000	2.034960924	0.2037738445
34100	2.291471756	0.2161795221
34200	1.78562418	0.2291927449
34300	2.022943893	0.1920153092
34400	1.766554361	0.2361582997
34500	2.0648147	0.2270102356
34600	1.710090374	0.1780280206
34700	1.375007752	0.1775445507
34800	1.752567592	0.1617238184
34900	1.711853945	0.1436049022
35000	1.991113126	0.09234389665
35100	1.777068831	0.1813376874
35200	1.926825608	0.1745434915
35300	1.755991114	0.2117953374
35400	1.721846245	0.1795788955
35500	2.051832002	0.1535930056
35600	1.792591629	0.2212784649
35700	2.164596576	0.1900820479
35800	3.353881165	0.1528149419
35900	2.610104875	0.1839886237
36000	3.040616683	0.2045479345
36100	3.53011548	0.1898084173
36200	2.727820698	0.2096552953
36300	3.135971651	0.1208808233
36400	3.668272986	0.1657399207
36500	3.113925317	0.2251089711
36600	3.740263303	0.12237176
36700	3.224010153	0.1317293009
36800	3.147407363	0.2365957833
36900	3.238763956	0.1990287541
37000	3.826055594	0.1683709428
37100	4.392614149	0.1385128811
37200	3.261503497	0.1635630946
37300	2.87861012	0.1547264756
37400	2.210147923	0.152148512
37500	1.697832545	0.2461618681
37600	1.8177294	0.2177396261
37700	1.924091302	0.2298451549
37800	2.647567989	0.1121046866
37900	1.488356812	0.2023567922
38000	1.263361751	0.2358382197
38100	2.12543234	0.1759172713
38200	2.488962777	0.1288188246
38300	2.049933351	0.1645535017
38400	2.127906416	0.1583103632
38500	1.985371865	0.1800292717
38600	2.666317963	0.172038382
38700	2.548897174	0.1931383981
38800	2.89305384	0.2489848114
38900	2.402342106	0.2855818122
39000	3.110891188	0.1822213608
39100	2.319217472	0.2119379316
39200	2.600730264	0.1386025679
39300	3.010190303	0.2082862924
39400	1.582449687	0.2653344657
39500	2.252314133	0.2108292439
39600	2.373956275	0.1747700975
39700	1.505252933	0.200502757
39800	3.597372605	0.1497796913
39900	2.534584172	0.1935679308
40000	1.964587779	0.1682363437
40100	2.165954973	0.1613355355
40200	2.815113508	0.1595876032
40300	2.765032672	0.2070981166
40400	3.622918646	0.2601478124
40500	3.680164859	0.2592111668
40600	3.347627219	0.2048339926
40700	3.368538569	0.2093212355
40800	2.461350445	0.2142314621
40900	3.142210031	0.1879778978
41000	2.516837652	0.1300075527
41100	2.251768456	0.1679726959
41200	2.094277393	0.1663543713
41300	1.865559664	0.2291514679
41400	1.423446077	0.2666285562
41500	2.417078887	0.1300096185
41600	1.542157961	0.1953153263
41700	1.733668565	0.1835442428
41800	2.068702849	0.1809212948
41900	2.955471822	0.1512222376
42000	2.080682419	0.1800705496
42100	2.458680811	0.128201144
42200	2.550348257	0.1225735214
42300	2.374981024	0.1654765347
42400	2.189926664	0.2438565771
42500	3.054384977	0.2745589641
42600	3.568698404	0.3274457063
42700	2.804657973	0.2925426295
42800	3.618708615	0.2683498325
42900	2.646459004	0.2859488164
43000	3.096200336	0.2575539864
43100	3.066469481	0.215999768
43200	2.655643116	0.2131256846
43300	2.040954934	0.2625478086
43400	2.886969678	0.154968261
43500	2.47990665	0.2082290218
43600	2.968469231	0.1439372222
43700	2.928884034	0.1868395668
43800	2.399408926	0.2312167192
43900	2.413529218	0.1998567455
44000	1.81128254	0.2606601641
44100	2.899107297	0.1764539609
44200	2.629501912	0.2127069703
44300	2.69981718	0.1224721671
44400	1.781369	0.2021532075
44500	1.837206438	0.174369112
44600	1.432634252	0.1354537286
44700	1.10252273	0.1803034435
44800	2.02431327	0.1825443587
44900	1.760699887	0.1997808593
45000	1.507387019	0.2492703242
45100	1.625947106	0.2613953888
45200	2.617141719	0.1795271459
45300	2.521639999	0.1374428732
45400	2.334841782	0.08707682285
45500	1.979923689	0.2230618491
45600	2.696890201	0.2075178983
45700	4.421058558	0.1673986724
45800	3.070892859	0.2400358456
45900	2.706310052	0.2281279179
46000	2.289628922	0.1633162406
46100	2.455495012	0.1340042269
46200	1.744367418	0.2213566538
46300	1.655759365	0.3167338563
46400	1.999065615	0.3705713354
46500	1.679959662	0.276248107
46600	2.742636078	0.1943472469
46700	2.896923985	0.2010009257
46800	2.763945722	0.1597161219
46900	2.279481628	0.2108904765
47000	2.015070189	0.207978863
47100	1.975787005	0.1602577872
47200	2.690879197	0.09928163439
47300	1.756305987	0.2113302434
47400	1.535568923	0.1866886726
47500	3.17202141	0.153949254
47600	1.972713755	0.2417583241
47700	1.853873578	0.2702027814
47800	2.036096866	0.1792499145
47900	2.009484513	0.2137390548
48000	2.283248896	0.2227854738
48100	2.081874249	0.1888335922
48200	2.662115173	0.1337987389
48300	1.273718734	0.2120503645
48400	2.115322667	0.1422800099
48500	1.649014241	0.1152093379
48600	1.523598944	0.1603154766
48700	2.113237166	0.1496963697
48800	1.773842245	0.1128571074
48900	3.040172459	0.108840846
49000	2.31874893	0.09441854448
49100	1.848069405	0.1816341337
49200	2.441868287	0.1554794902
49300	2.626346643	0.1230738284
49400	1.872165767	0.1768491666
49500	1.306964546	0.1331767241
49600	0.8878794596	0.1886719263
49700	1.588989895	0.1440921597
49800	1.544048473	0.1892209888
49900	1.368873055	0.1922929206
50000	1.430235738	0.1528310333
50100	2.071881238	0.1703572702
50200	1.553393075	0.2611503638
50300	1.773824449	0.1926146171
50400	1.860886973	0.1666798542
50500	1.822085702	0.1237212068
50600	1.3816972	0.2325634663
50700	1.723270833	0.2488002694
50800	1.587977235	0.2420150401
50900	2.180880429	0.2860477012
51000	2.631829183	0.2577019483
51100	1.590327013	0.2519460469
51200	2.031929867	0.2523362976
51300	1.911130059	0.2381725577
51400	1.729345986	0.2151722732
51500	1.978427349	0.264685929
51600	2.99754887	0.1431041993
51700	2.349118384	0.1572863779
51800	2.172407977	0.1940588311
51900	2.841751958	0.1741136841
52000	3.028749319	0.1998871762
52100	2.243959923	0.2275801343
52200	2.613451764	0.2879589906
52300	3.123352497	0.1873998452
52400	1.916508868	0.2318546337
52500	2.982255927	0.151045196
52600	1.60643257	0.1696118185
52700	2.686415227	0.1275993478
52800	1.457085776	0.2110247289
52900	2.103423051	0.1870971931
53000	1.748205023	0.20800319
53100	2.104584758	0.1838289056
53200	1.594517552	0.2051135754
53300	2.766075947	0.1635673451
53400	2.279767615	0.1571255174
53500	1.770824765	0.1734527831
53600	1.51957771	0.177288227
53700	2.167640012	0.1983531658
53800	2.245685081	0.1896272562
53900	2.285457757	0.2473934393
54000	2.194309773	0.2011900861
54100	2.239186087	0.2129277159
54200	2.375346907	0.2230617251
54300	3.050989958	0.2253770723
54400	2.729976951	0.2731934448
54500	2.705449255	0.2133564109
54600	1.307422904	0.2771090864
54700	2.160938492	0.2340699825
54800	3.732384493	0.1996226993
54900	3.610058699	0.179751482
55000	3.018513779	0.2617609551
55100	2.089974275	0.2933853049
55200	2.521609538	0.201844433
55300	2.172326156	0.2187954781
55400	1.757484995	0.2060660468
55500	2.001403882	0.2332652874
55600	2.286115944	0.1729861037
55700	2.935343344	0.194358637
55800	2.889574653	0.199475426
55900	2.836961329	0.2360559281
56000	2.096859075	0.2083569051
56100	1.874394603	0.2368997255
56200	2.855815522	0.1673529195
56300	2.634570582	0.1335478828
56400	1.624265731	0.2672653247
56500	1.24601872	0.2449115246
56600	2.688518545	0.1912840572
56700	3.165975533	0.148100964
56800	2.523995876	0.2341682407
56900	2.13900153	0.2116148263
57000	2.226795694	0.2160836117
57100	2.511100766	0.2439154487
57200	2.933850042	0.2172719781
57300	2.183339562	0.2973809819
57400	2.117635987	0.2465109799
57500	2.436287964	0.2579816341
57600	3.158400847	0.2619963249
57700	2.384765915	0.274624364
57800	2.313854893	0.2574825512
57900	2.761702893	0.2091092287
58000	2.941071894	0.2019898501
58100	3.081778785	0.1817671047
58200	2.417576705	0.1956205487
58300	2.998251435	0.1914021003
58400	2.835116269	0.1960900722
58500	2.348457303	0.2339559832
58600	2.272692434	0.2684280868
58700	2.167038943	0.2815691467
58800	3.043789055	0.1698549535
58900	3.043592835	0.2115221769
59000	1.592934308	0.3172469834
59100	3.206860681	0.1804147257
59200	3.321397495	0.1807901522
59300	2.569701616	0.2015807357
59400	1.828173522	0.2531131127
59500	3.539727621	0.1424119409
59600	2.928029596	0.2003594932
59700	1.531192292	0.2331510135
59800	2.517542946	0.1826341771
59900	2.584647128	0.141116551
60000	2.678500829	0.1642115317
60100	2.185991695	0.2100561202
60200	2.527186493	0.1494698511
60300	1.878755573	0.1732211711
60400	2.086320656	0.1390672503
60500	3.401706299	0.0919025104
60600	1.96870394	0.1538743783
60700	1.840546473	0.1729000104
60800	2.488629952	0.07630087523
60900	2.581552465	0.07317117849
61000	2.44906828	0.1361287123
61100	2.483245502	0.1633566158
61200	2.240679261	0.243086596
61300	2.252907642	0.1856610007
61400	2.524364423	0.1658828688
61500	3.078904144	0.210401627
61600	2.613477906	0.3030622369
61700	2.237644466	0.2556843079
61800	2.518881127	0.2441304704
61900	2.542155858	0.2510904516
62000	2.653625223	0.220757321
62100	2.356503543	0.2450854926
62200	2.321154294	0.2173293056
62300	2.094232626	0.1955244379
62400	1.951691525	0.1696535864
62500	2.018644249	0.2186594332
62600	2.778726867	0.2082728869
62700	3.750012536	0.1772204423
62800	2.600287353	0.1765672907
62900	2.708266596	0.214492953
63000	2.127929514	0.2432072294
63100	2.444678439	0.1796169846
63200	2.875605831	0.1788999702
63300	2.792126226	0.2111613776
63400	2.073073679	0.180271342
63500	2.893415485	0.2291126715
63600	2.956744859	0.222755074
63700	2.463261894	0.231943866
63800	3.182843134	0.1826961108
63900	2.834565569	0.191981536
64000	2.893809722	0.193569426
64100	1.589099956	0.2613076938
64200	1.639920735	0.3113361944
64300	1.577271606	0.2651110989
64400	2.156457682	0.2352179785
64500	1.627919582	0.2094431923
64600	1.698310935	0.1819633477
64700	1.656412238	0.2758533008
64800	3.513596207	0.179030252
64900	2.873989888	0.2058522166
65000	2.544822919	0.2241114058
65100	3.687529861	0.1677691553
65200	3.615533446	0.2542008482
65300	2.047264715	0.3138410056
65400	3.037014218	0.2327277944
65500	3.854311871	0.1772589408
65600	2.788889663	0.1850207271
65700	1.857291341	0.2545270363
65800	2.848066079	0.2013589309
65900	2.77694839	0.1234995357
66000	2.416060723	0.1626209145
66100	2.369713946	0.1833188263
66200	2.230675558	0.1982751506
66300	1.569403901	0.2345300208
66400	2.462580568	0.1390351769
66500	1.853958539	0.1856763901
66600	2.704984109	0.1493433938
66700	2.237770281	0.163027315
66800	2.317818538	0.2361091445
66900	3.600641154	0.1769547635
67000	2.488252263	0.2867421582
67100	2.681588791	0.2224429599
67200	2.312385134	0.1441760209
67300	1.422091152	0.1961444887
67400	1.978632498	0.1506632102
67500	3.409959954	0.1743337978
67600	2.372639502	0.2422164743
67700	1.997010161	0.2869707001
67800	2.992331544	0.2043523291
67900	2.822086884	0.2356322678
68000	3.098976791	0.1623575437
68100	1.731003283	0.203950484
68200	1.643796895	0.2234909659
68300	2.323909204	0.2682251901
68400	2.648875166	0.3534870656
68500	2.695129106	0.3232350126
68600	3.013627528	0.2782186168
68700	2.722648874	0.2495711627
68800	2.730606393	0.1941858158
68900	2.545343794	0.2395085087
69000	2.233652675	0.2819800599
69100	3.497069461	0.2372898558
69200	3.764822941	0.2722008033
69300	2.9585586	0.2216821079
69400	4.07935356	0.1774176078
69500	2.74669467	0.3352644677
69600	3.771804616	0.2332298343
69700	2.160438189	0.29566809
69800	3.467799334	0.1658416301
69900	2.345384192	0.2780390148
70000	3.520850973	0.2211647673
70100	2.816563087	0.178290671
70200	1.943672682	0.2830624844
70300	1.995260161	0.2204858567
70400	1.722057891	0.2240889911
70500	2.213426633	0.1409899161
70600	2.066483826	0.1656599776
70700	2.994659492	0.136037343
70800	2.134920168	0.1525710616
70900	1.446791861	0.2237596831
71000	1.611897697	0.1711050865
71100	1.58581275	0.1526793933
71200	2.070576121	0.1642447224
71300	2.117963847	0.2504868634
71400	2.00567456	0.2840178937
71500	2.731156317	0.2199986555
71600	2.683407541	0.2365291316
71700	1.605245869	0.3100875437
71800	2.056861231	0.2556811816
71900	1.530385924	0.3199509646
72000	3.385912051	0.2133777806
72100	3.59670658	0.253295311
72200	4.519656004	0.2778757843
72300	3.9909199	0.193878917
72400	3.536267385	0.1812040648
72500	4.320823954	0.2046198524
72600	3.996336542	0.2059012397
72700	3.356595004	0.2141753288
72800	3.409713599	0.2091256169
72900	2.315168353	0.1699681907
73000	2.25377163	0.2226455727
73100	1.932006906	0.2443612187
73200	1.849867743	0.2137754276
73300	1.972221021	0.2888911625
73400	3.471913586	0.2157136814
73500	2.183760554	0.260886475
73600	3.109563426	0.2235218214
73700	2.453831023	0.211706128
73800	2.537225163	0.2447354293
73900	1.263624408	0.2431692446
74000	1.376706641	0.2112354417
74100	1.5737186	0.1746404679
74200	1.729121164	0.1529127931
74300	1.710410626	0.2105761466
74400	3.13055292	0.1894603773
74500	2.364221949	0.2055098264
74600	1.841698065	0.2432162761
74700	1.820619245	0.2629678686
74800	3.208006436	0.1479842841
74900	2.187950285	0.2343497523
75000	2.436987523	0.2682069367
75100	3.249887173	0.202369792
75200	2.627924029	0.2071733969
75300	2.241940401	0.233124651
75400	2.983817531	0.2170094838
75500	3.053694481	0.2456317017
75600	3.502078233	0.1592246895
75700	2.961366941	0.2261770322
75800	3.950143283	0.1566154102
75900	2.64678994	0.1972590542
76000	3.306485174	0.2099023476
76100	2.68473863	0.1823350891
76200	2.599082337	0.1718782993
76300	2.847262268	0.1566527256
76400	3.218680433	0.1583112026
76500	2.804175792	0.1996271868
76600	3.359411578	0.2415844166
76700	2.502105386	0.2794808412
76800	2.131416712	0.3076904853
76900	2.81163376	0.3273092798
77000	2.857434231	0.1725583923
77100	1.624186147	0.2278801449
77200	1.749789958	0.2426920302
77300	2.833574646	0.2030048785
77400	2.661223613	0.2413887631
77500	1.86958263	0.290459671
77600	2.447872243	0.2608620069
77700	2.113820449	0.3027973839
77800	3.073875171	0.1776089743
77900	2.558106101	0.1624963281
78000	1.462321843	0.3042489331
78100	3.462219785	0.1535449759
78200	2.026425229	0.195342883
78300	2.074836503	0.2236443364
78400	3.244167645	0.174263547
78500	2.220114695	0.1905502989
78600	3.068408129	0.1475235808
78700	2.71737698	0.1789439059
78800	2.460165298	0.1920140854
78900	1.999807025	0.136883772
79000	1.97970466	0.1450526505
79100	2.800807419	0.1223086199
79200	1.763270609	0.2351716099
79300	2.387673377	0.1456557243
79400	1.864944867	0.1524992424
79500	2.182275413	0.1649135523
79600	1.466824637	0.1578066604
79700	1.853271958	0.2013741302
79800	1.675875062	0.2481118872
79900	2.255115588	0.1609175877
80000	2.356226904	0.2435552692
80100	2.224642888	0.2496286127
80200	2.418275757	0.2161032156
80300	2.083847165	0.1897298004
80400	1.260973281	0.2734327973
80500	1.567058522	0.2999151907
80600	1.464680145	0.2583135614
80700	2.10372302	0.2536651421
80800	1.679055626	0.198100527
80900	2.328511637	0.2147428636
81000	2.312362436	0.2016556354
81100	1.586766437	0.1953617613
81200	1.86062151	0.1848800964
81300	2.703439208	0.1085197591
81400	2.248118409	0.1103119361
81500	1.23772396	0.1037983384
81600	1.561309689	0.1244285052
81700	1.635355308	0.1563719358
81800	1.68802984	0.1553245539
81900	1.159928699	0.1729066423
82000	1.739311856	0.1711058496
82100	1.027448449	0.2167246064
82200	1.728278774	0.124954811
82300	1.021805577	0.1725765604
82400	2.419827688	0.1621174563
82500	1.718989294	0.2145975098
82600	1.768962437	0.2534413271
82700	3.42262789	0.2127179816
82800	2.426404977	0.2838689053
82900	2.799289941	0.2427085642
83000	3.136208104	0.1979767954
83100	2.264250484	0.2433218114
83200	1.937054854	0.2216422725
83300	2.495450792	0.198984158
83400	2.725687392	0.1668852273
83500	2.225758485	0.1796733175
83600	2.159368109	0.198007485
83700	2.153206162	0.1501600539
83800	1.874304703	0.1778309017
83900	1.044564625	0.1831065695
84000	1.995133733	0.1105878029
84100	1.473784145	0.2032547794
84200	1.580360647	0.1877595158
84300	1.903673048	0.1723510118
84400	2.432849276	0.1750724146
84500	1.619519956	0.1579838846
84600	1.529695849	0.1867396909
84700	2.095762244	0.1316595152
84800	3.298149855	0.1919148115
84900	3.252075338	0.1883720807
85000	2.556290184	0.2751890375
85100	2.230232225	0.3587140337
85200	3.276638393	0.238237344
85300	2.866952862	0.1600838852
85400	3.151253912	0.1467887283
85500	2.691671304	0.1568363179
85600	1.768965198	0.2372110896
85700	2.376980444	0.2159721115
85800	2.084151018	0.2436900582
85900	2.084853257	0.2738341251
86000	2.352976395	0.3057489403
86100	2.841081356	0.2574171819
86200	3.504086177	0.2179721019
86300	2.658012106	0.2340849208
86400	2.690524131	0.3219356558
86500	2.277222217	0.3179096527
86600	2.525171282	0.2100129949
86700	2.107800557	0.1650335077
86800	2.123963823	0.2057649038
86900	2.169917709	0.1499047793
87000	1.615068709	0.141055059
87100	1.350096601	0.2162355748
87200	1.374211189	0.1360489888
87300	1.675506526	0.1540256792
87400	2.083052254	0.1681598392
87500	1.509569538	0.1461681758
87600	1.337298522	0.1850312024
87700	2.050236609	0.108030153
